UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
804,M804,M,302.7804150980346,310.4601415183828,1708.6047049537115,44.94705653775033,98,0.0,No Failure
805,M805,H,301.1156206127037,310.9954861781828,1398.5240506814148,43.83435031403644,234,0.0,No Failure
806,M806,H,300.0207052396868,311.3318485041089,1463.8537233306015,35.90691525904279,190,1.0,Random Failure
807,M807,M,297.3763275352997,310.84317322122894,1541.6446038101453,50.05924511796417,10,0.0,No Failure
808,M808,L,297.86977267384924,311.67788100093924,1494.609515099426,28.725039010469615,30,0.0,No Failure
809,M809,M,299.3895505912907,308.76549362690616,1401.7696419622685,51.27908993253569,176,0.0,No Failure
810,M810,L,298.7809755956814,308.8833964921079,1612.1857856230472,41.54493665595251,239,0.0,No Failure
811,M811,M,299.6260573940291,307.7996915340566,1732.0040722017259,36.63447410121827,230,0.0,No Failure
812,M812,M,300.1132998497942,310.8790024612405,1519.6131459023907,39.80126364631688,99,0.0,No Failure
813,M813,H,301.0593855087135,311.5578730070242,1409.5931710264,38.92735234189058,221,0.0,No Failure
814,M814,L,299.8590024438818,310.91554573230377,1345.1039474946524,52.20282896417717,86,1.0,Overstrain Failure
815,M815,L,300.97300328765243,313.34898486669505,1525.7975981221182,29.233208725289863,146,0.0,No Failure
816,M816,H,300.12894882962024,309.9888079623419,1610.3877343316258,32.37480760853402,139,0.0,No Failure
817,M817,H,296.04906686729225,311.33748331118505,1547.516774649538,50.3630289207248,14,0.0,No Failure
818,M818,H,298.12132921236247,307.81659824772134,1499.7596159081147,34.04465064816141,158,0.0,No Failure
819,M819,H,299.71182488855675,309.2258005950512,1441.0728348210694,49.00533077331592,170,1.0,Power Failure
820,M820,L,297.5806105143178,311.39107551513155,1390.7836367281911,56.99435983008709,100,0.0,No Failure
821,M821,L,301.1998574599924,311.69820422148626,1583.475132632488,35.98204973058366,164,0.0,No Failure
822,M822,M,303.0615016646874,309.4120661046716,1591.3771621385586,46.81362326575305,206,0.0,No Failure
823,M823,M,302.4375237033946,309.8568014962839,1345.4270213309267,28.463077186601417,28,1.0,Tool Wear Failure
824,M824,H,299.5731142581396,306.9642525066384,1658.9838978180683,47.54733298067809,113,0.0,No Failure
825,M825,H,302.9814522736999,309.2859415983868,1557.4071220894002,41.99423985986767,106,1.0,Heat Dissipation Failure
826,M826,H,300.29733491440425,311.7807663270396,1639.9594645145794,44.73038282160215,153,0.0,No Failure
827,M827,M,299.32582805776394,311.15041003221313,1365.7872251514884,33.54427927964605,107,0.0,No Failure
828,M828,M,298.7731946729181,311.0013314427624,1363.417584458456,23.389165844328275,129,0.0,No Failure
829,M829,M,299.3950606270237,310.0995473743619,1485.1030690232703,45.03252064749505,83,1.0,Tool Wear Failure
830,M830,M,299.2236463629175,310.01412631725634,1550.2784426895194,19.365968475205456,14,0.0,No Failure
831,M831,M,300.34083244475096,308.6793577210531,1679.6360822926963,36.82649507757465,243,1.0,Tool Wear Failure
832,M832,M,300.3211479620997,311.3976568404051,1570.6078913815131,49.4118186641997,131,0.0,No Failure
833,M833,M,300.00609204030684,310.84194588877875,1475.7318723187966,41.91897735873036,213,0.0,No Failure
834,M834,H,300.8738763394927,310.9840376959856,1397.3630792334109,59.48342644789813,49,0.0,No Failure
835,M835,H,302.38129254957266,308.94793031466486,1623.000057271915,50.251091525817735,165,1.0,Overstrain Failure
836,M836,H,301.89910827088266,305.6933141602575,1403.5294574249285,33.46101611674423,22,0.0,No Failure
837,M837,H,297.0302040631002,312.1943054235074,1662.846855477232,40.27313379851439,58,1.0,Tool Wear Failure
838,M838,M,294.8921577301961,309.0423250879832,1471.561535039349,39.52629297455564,89,1.0,Tool Wear Failure
839,M839,L,301.86863982247854,308.2744484719138,1659.0582072617851,24.17823236653873,114,1.0,Tool Wear Failure
840,M840,M,297.26624260316913,311.38695782382797,1567.893129005928,30.59601083515647,74,0.0,No Failure
841,M841,L,299.55046919621464,309.21597472016174,1486.3004510557541,34.3923909302014,155,0.0,No Failure
842,M842,H,297.65977394788126,312.1198727680932,1448.0603628173874,19.637794971440634,247,1.0,Power Failure
843,M843,M,296.39603912483994,311.2340118991534,1465.909212265392,40.47493468251643,193,0.0,No Failure
844,M844,H,301.08292545640955,311.367138646401,1542.8316692375238,37.50928155346959,122,0.0,No Failure
845,M845,M,301.5183103206053,307.2680885775989,1507.7156496217717,23.271060986884258,135,0.0,No Failure
846,M846,H,298.84697919854653,312.4238879707728,1440.6188591931295,44.04212865277332,156,0.0,No Failure
847,M847,L,294.81791541571016,310.5225010624677,1483.4368589682367,47.158727446909595,138,0.0,No Failure
848,M848,L,298.90751110349504,309.2614457215076,1507.857702971915,42.27034478864889,228,0.0,No Failure
849,M849,L,300.7836080108051,310.2867769346845,1287.1265905585187,36.7593182479103,17,0.0,No Failure
850,M850,M,297.04217686245175,306.44752953420334,1545.8168114788698,45.91442151751855,182,0.0,No Failure
851,M851,L,300.3667198395583,310.8173056229613,1402.0278775283193,46.80220360476691,49,0.0,No Failure
852,M852,M,299.969380301654,307.94125698363587,1384.6667596794255,43.074035697196884,141,0.0,No Failure
853,M853,L,301.15858299920217,307.2946594283129,1331.2655652889289,31.75387749565239,117,0.0,No Failure
854,M854,L,300.2391607368283,306.9552816275642,1320.6107502132108,42.76600765511181,201,0.0,No Failure
855,M855,M,298.0538621182369,312.22537674997983,1364.4552496887711,51.95480650825479,226,0.0,No Failure
856,M856,M,302.393143003329,308.74147321261444,1429.0979042369509,34.0337094138827,136,0.0,No Failure
857,M857,L,299.68294085394604,313.067455419833,1695.3259137526568,60.97939339132431,226,0.0,No Failure
858,M858,M,299.9453909209801,308.9283970738954,1447.4120324104797,34.74369066014616,138,1.0,Heat Dissipation Failure
859,M859,L,298.1334640818536,306.58528408481413,1517.7750106268031,40.324070133401364,190,0.0,No Failure
860,M860,M,299.113435497617,307.7669511201027,1540.0481386506328,33.275144039936634,107,1.0,Power Failure
861,M861,H,298.2303945719462,312.47162324001386,1513.1065186215849,42.23270835920261,203,0.0,No Failure
862,M862,H,299.65410788015316,309.68820364412665,1492.2556539274005,22.577783073647247,66,0.0,No Failure
863,M863,H,303.42341696028467,308.9034254070188,1380.4706236400755,34.53958201183279,180,0.0,No Failure
864,M864,H,297.2561977141373,310.32003645170556,1645.0927548279212,29.07878799651433,166,0.0,No Failure
865,M865,H,296.7728772042465,311.0035654723351,1680.7196643637885,41.35338347892291,77,0.0,No Failure
866,M866,L,302.9423406549872,312.2347976318049,1331.7341305877314,49.94447375508908,183,0.0,No Failure
867,M867,H,299.58135264569626,312.89699845978583,1397.597140911362,46.46006187114551,155,0.0,No Failure
868,M868,H,298.6618545226802,309.28046270842185,1472.0189657622993,16.283406391411077,74,0.0,No Failure
869,M869,H,302.07980937479215,307.34790462783593,1403.546220508981,60.4206965292788,38,0.0,No Failure
870,M870,H,298.78876892052625,309.17306967775346,1550.5965553455865,42.95279940620868,24,1.0,Tool Wear Failure
871,M871,M,303.6520194270939,310.5205610131658,1427.1727797593387,32.23500859507,20,0.0,No Failure
872,M872,L,301.3558517426785,308.0724821475788,1716.5056067806602,41.57127918990941,137,0.0,No Failure
873,M873,H,299.0241771837086,308.0856981702099,1619.0548594343595,41.761898225026926,170,0.0,No Failure
874,M874,H,304.314616426531,310.68757576309974,1521.2574030632215,33.331512830484364,14,0.0,No Failure
875,M875,H,298.7885701539933,309.9026952968591,1602.6986263319732,41.97916667342076,210,1.0,Overstrain Failure
876,M876,L,301.48419074401863,310.0655939908232,1610.590042435731,33.92527712379693,47,0.0,No Failure
877,M877,M,300.598585160813,308.4830093305999,1443.6052511941757,35.95638007309977,85,0.0,No Failure
878,M878,L,302.6034825787976,309.5391985715885,1418.3782755458035,33.13720864244915,148,1.0,Tool Wear Failure
879,M879,M,303.1230223934537,308.1515337114634,1507.8143062969648,25.673287102603474,187,0.0,No Failure
880,M880,H,300.0640082981315,311.7803968222496,1586.1636124497943,41.45836470215384,115,0.0,No Failure
881,M881,H,298.4931642593076,312.0704986694475,1513.9060398653417,45.85299436516338,235,1.0,Random Failure
882,M882,L,300.9199442858782,306.30762427552384,1342.3003517809002,45.14883596076372,223,0.0,No Failure
883,M883,L,298.6445692604958,308.1409782796152,1419.7175556049158,48.19925252635234,49,0.0,No Failure
884,M884,M,304.02677449505325,307.00694148981984,1492.6027136405621,43.243402100148685,150,0.0,No Failure
885,M885,M,300.2730706621655,308.6999521311862,1492.433439567417,34.67274501783096,140,0.0,No Failure
886,M886,L,299.26935689737576,309.83312406041927,1697.2542176789807,48.39663864431189,68,0.0,No Failure
887,M887,M,300.3693606117298,307.1007095606029,1361.4012057601003,26.42482460158065,3,1.0,Tool Wear Failure
888,M888,L,297.30574742094063,308.1562803737494,1550.5589241835874,30.993286174875198,219,0.0,No Failure
889,M889,M,298.05677192297867,307.992085255837,1648.911310832829,30.357999285767555,77,1.0,Heat Dissipation Failure
890,M890,L,302.4008278158889,310.4145346587979,1727.1449745422797,50.8005605913931,199,1.0,Tool Wear Failure
891,M891,L,298.6862114420572,310.1386886740725,1459.5602576816038,49.42788514140076,8,0.0,No Failure
892,M892,L,297.9061780346361,308.5565248933255,1549.14294527202,44.87305237044995,120,0.0,No Failure
893,M893,M,301.0733055050546,310.3536417442788,1556.9760357198647,50.71929865211797,114,0.0,No Failure
894,M894,M,302.371408309326,308.9066398308255,1519.548173155329,31.207172175880117,162,1.0,Tool Wear Failure
895,M895,M,301.4379066213301,309.45668977934787,1490.1154798760695,43.485951198609804,100,1.0,Overstrain Failure
896,M896,L,301.99209537161164,313.34690418059705,1543.5975389500045,38.74825571616836,148,0.0,No Failure
897,M897,M,298.4864098228611,312.6809221035807,1246.7753914780315,48.46882103884914,185,0.0,No Failure
898,M898,M,297.15637866651633,307.4008375261448,1568.2069490062631,38.847757674478025,145,0.0,No Failure
899,M899,L,303.002667303911,311.65946483575834,1512.6177903661967,36.15057111589919,96,1.0,Tool Wear Failure
900,M900,H,299.35464032231573,311.62279310898316,1477.7525103221735,45.4090851856099,199,0.0,No Failure
901,M901,L,299.4983339670899,307.70347342249477,1704.6862195719557,48.76169167191233,242,0.0,No Failure
902,M902,M,302.6563882836981,311.6375552875097,1432.5065981209448,33.31654805153198,240,1.0,Tool Wear Failure
903,M903,L,301.1124600188013,313.0758638368251,1459.692401093497,39.38924328647624,80,0.0,No Failure
904,M904,H,300.9117755441632,307.7549103875112,1699.1553302204734,29.415593663583472,42,0.0,No Failure
905,M905,L,304.3300046898022,308.16499435797147,1416.7938695150144,15.019389825070604,94,0.0,No Failure
906,M906,M,298.7129635392397,312.035322933687,1444.9884717063462,42.00459631413729,225,0.0,No Failure
907,M907,H,301.8556802561625,310.5429906216513,1485.297457656915,46.08905356254632,5,0.0,No Failure
908,M908,M,300.11402624979416,311.1029525504791,1584.0734482129549,42.620668090867255,213,1.0,Tool Wear Failure
909,M909,H,300.5371845577265,310.681178432801,1520.7802507353313,20.50438282245633,205,0.0,No Failure
910,M910,H,303.05693685282506,310.7813918418563,1370.7374652847739,36.491505699235255,66,0.0,No Failure
911,M911,L,301.0156715125793,307.34705574337784,1446.7831436872812,17.816522399489187,139,0.0,No Failure
912,M912,L,301.0765921580993,312.0946354132429,1439.264556678779,53.69701107654185,99,0.0,No Failure
913,M913,M,302.14501467461963,312.33917998485555,1492.2778954776954,29.13945417881914,11,0.0,No Failure
914,M914,L,299.2700945409142,309.5412185118639,1542.5843658629828,52.55403609459896,236,1.0,Heat Dissipation Failure
915,M915,L,298.32158066532196,309.9130461003723,1541.8205755887973,49.45869643684146,65,1.0,Tool Wear Failure
916,M916,H,297.9103816119579,306.93778499488855,1322.3988245951598,30.994096474639385,1,0.0,No Failure
917,M917,L,296.067286821248,311.02850951203567,1606.3940987560857,28.67215048732255,142,0.0,No Failure
918,M918,H,304.11241425988067,311.1441148834283,1525.2568845996623,43.50370216386338,150,0.0,No Failure
919,M919,H,297.79358326855663,309.87561796600136,1638.4532047593907,31.55675962816929,156,1.0,Tool Wear Failure
920,M920,H,299.55749275282847,312.248706719741,1544.4198327290671,41.024846421582076,80,0.0,No Failure
921,M921,M,299.44637340022217,309.3318455380401,1610.1322957735763,35.17172409193082,223,1.0,Power Failure
922,M922,M,300.6148133956182,311.1292118517872,1546.6545311450127,22.188415855343667,134,0.0,No Failure
923,M923,M,301.6314744250786,307.9606713226158,1634.6225756202748,17.69531980875541,221,1.0,Tool Wear Failure
924,M924,H,301.7209469767195,309.9528956982515,1552.225063601778,42.26684248494597,155,1.0,Heat Dissipation Failure
925,M925,M,298.8338451228621,309.6512914841943,1490.2084753557097,34.38442253669375,141,1.0,Power Failure
926,M926,M,299.6657565724272,310.4506158440819,1727.2434720446881,34.469101830858676,171,0.0,No Failure
927,M927,L,300.5651599009766,309.2609461423333,1588.9037122279892,46.95863839093785,157,0.0,No Failure
928,M928,M,299.5026177476329,309.73705480865664,1557.3744421004412,51.73442276632445,208,0.0,No Failure
929,M929,M,303.21469115203996,311.652094342883,1372.3695583461663,37.27455278638191,159,1.0,Power Failure
930,M930,H,300.98194990327653,309.1264715255236,1371.1692382536462,36.594012930901386,237,0.0,No Failure
931,M931,H,301.46975557209964,306.7868457985226,1529.2715482141853,45.001430331138835,69,1.0,Random Failure
932,M932,H,301.3257625373348,313.49916780841085,1514.5521197768242,26.430644303004247,114,1.0,Tool Wear Failure
933,M933,H,302.34694771497067,312.762908157381,1438.5877434991685,42.23153054747697,87,0.0,No Failure
934,M934,H,300.36204311740744,307.41547460978876,1514.098269961206,45.51885971822154,5,1.0,Overstrain Failure
935,M935,H,297.4063361040883,311.3794156104904,1658.8626928043595,46.80230208417629,26,0.0,No Failure
936,M936,M,300.7993759035053,308.99405045889733,1569.5402474550299,20.63247297497535,81,0.0,No Failure
937,M937,H,298.6972862124163,310.5269744306621,1385.8991490247263,32.38644730191059,87,0.0,No Failure
938,M938,H,298.9427666365005,310.588448258027,1488.8491172857057,31.217367471765336,228,0.0,No Failure
939,M939,L,301.1727280375102,309.53118439936736,1419.503351914744,40.99886954409213,119,1.0,Heat Dissipation Failure
940,M940,M,302.4765661428673,308.4324686688272,1461.230008359144,44.80744579767984,23,0.0,No Failure
941,M941,M,300.04254315347214,308.6189178953675,1458.6384334370357,54.96710407445981,101,0.0,No Failure
942,M942,M,300.61766602519793,308.1676161690375,1452.2354417395995,35.05034519631927,33,0.0,No Failure
943,M943,H,303.4044298892705,308.3363555835391,1374.4864628026605,35.024275016907865,167,1.0,Heat Dissipation Failure
944,M944,H,300.48150635897713,309.8656434199013,1487.234531848181,51.49672018878747,46,0.0,No Failure
945,M945,H,305.2033662283608,308.5684800217785,1443.939236315269,42.96576938530305,206,1.0,Tool Wear Failure
946,M946,L,301.1310192912631,311.3641041314252,1207.0551309997732,52.67651511187974,202,0.0,No Failure
947,M947,H,296.47847448168835,312.97449231067185,1705.2972024501662,42.88728003009836,213,0.0,No Failure
948,M948,L,301.5066832422091,308.8398935172599,1608.8769654216671,28.42883381286729,245,0.0,No Failure
949,M949,M,300.76231676976556,310.4788090010708,1462.3699275075005,26.668716452221936,23,0.0,No Failure
950,M950,H,302.5795055081655,310.99937022060584,1501.8819049740598,24.48487750941071,64,1.0,Tool Wear Failure
951,M951,L,301.3463627025399,310.9440045418385,1382.8345652682438,46.620518347584735,17,0.0,No Failure
952,M952,L,299.7230880320325,310.1519105358322,1669.5722877810865,51.88596823087008,43,1.0,Heat Dissipation Failure
953,M953,H,297.55140352742126,311.48536483671944,1689.728869477311,58.493621413863806,75,0.0,No Failure
954,M954,M,299.58195348542796,310.9644979053613,1515.6693728246526,48.431053323232405,56,0.0,No Failure
955,M955,M,298.2989590915814,307.5246751553454,1602.3530644185344,51.628385775349855,106,1.0,Random Failure
956,M956,M,298.83895310039054,311.73831212877855,1517.5286778933923,34.19983667346315,155,1.0,Power Failure
957,M957,L,301.17715680884123,311.77458167453347,1366.327456112407,28.435841832561433,231,0.0,No Failure
958,M958,L,303.3398090087028,308.47342779164285,1458.8176631036342,48.50079332417553,123,0.0,No Failure
959,M959,L,300.78934305964594,310.0758756708952,1513.1927966771957,44.17680752239401,198,0.0,No Failure
960,M960,L,297.6082338759296,311.3666579856221,1454.5452281256555,41.07444374340893,150,0.0,No Failure
961,M961,M,300.8892053364403,309.58137236084127,1478.1346722564963,43.8737148063299,212,1.0,Power Failure
962,M962,H,302.3932629732913,312.14595609553203,1490.8600442490886,43.23185482458206,161,1.0,Power Failure
963,M963,L,298.7804341913612,314.7277449892387,1491.912150213454,52.83816859853562,138,0.0,No Failure
964,M964,L,299.73196566665416,308.42802793473004,1505.2258490497484,52.94985584816956,213,1.0,Tool Wear Failure
965,M965,M,300.0293763894584,307.23791079369244,1393.9394933603398,45.44220352340347,233,0.0,No Failure
966,M966,H,298.4302033738355,310.60763719120973,1428.2983850872065,48.45802872562928,162,0.0,No Failure
967,M967,H,301.29656086768773,311.4431250102523,1371.5415734300032,45.14062552424776,115,0.0,No Failure
968,M968,M,299.7581037027844,309.53826725231045,1597.78155496862,35.38830267965381,92,0.0,No Failure
969,M969,M,300.83906488781406,312.90652132664206,1289.4353058159675,47.5656467491314,41,0.0,No Failure
970,M970,H,298.2250156443958,307.3227884005535,1615.3590343316926,26.055049311407384,27,0.0,No Failure
971,M971,L,299.1250833993532,311.3858372460632,1638.6349397262843,50.53891552295883,122,0.0,No Failure
972,M972,H,301.44476271565554,308.7882783584822,1469.7819413017378,28.05477060233965,209,0.0,No Failure
973,M973,M,299.25433369581646,313.43875581241457,1239.68629121727,42.85803286794733,205,1.0,Overstrain Failure
974,M974,L,303.4539277024668,313.98503070633626,1463.868943803271,31.54846041573841,209,0.0,No Failure
975,M975,L,299.2007276287708,308.4666868244333,1493.581583871118,45.533889830744265,219,0.0,No Failure
976,M976,M,300.4493694515038,308.90088572818286,1398.9401780071087,39.660747740720915,23,1.0,Power Failure
977,M977,M,301.86518166374617,311.7191757739596,1448.4781606191757,24.052440418366675,135,1.0,Tool Wear Failure
978,M978,M,297.1632685341339,309.22573870042095,1653.019519886335,44.20699631018479,105,1.0,Tool Wear Failure
979,M979,H,296.47838237603844,309.9091775641355,1566.4927162301742,34.220792231672895,117,0.0,No Failure
980,M980,H,296.94868737085983,310.0507768410848,1407.54358856219,48.81146720813369,236,0.0,No Failure
981,M981,L,302.52516820685435,306.1606536876047,1340.2400830404567,40.01325688734407,52,0.0,No Failure
982,M982,M,298.8962837082151,309.97232450781155,1467.298268239023,43.95420985388038,199,0.0,No Failure
983,M983,L,305.1163985713365,308.62054445187164,1478.6543220649562,30.42431044984788,131,1.0,Tool Wear Failure
984,M984,L,298.8715048026852,309.01375435520043,1549.6199187363316,34.10667768572638,218,0.0,No Failure
985,M985,L,300.36910260639405,312.88726400693764,1446.468328743234,35.413613638989155,99,0.0,No Failure
986,M986,L,303.08421990513574,307.4869862114415,1551.149957536186,48.56702480242556,4,0.0,No Failure
987,M987,M,304.01218577631823,311.62641037349596,1693.515404006023,56.77377087805489,224,0.0,No Failure
988,M988,L,304.1230071532728,309.4420741393364,1581.5501022444262,31.948282482571237,48,1.0,Power Failure
989,M989,M,302.41673246118626,309.4404796630083,1495.1911492669228,50.7684814465768,97,0.0,No Failure
990,M990,M,302.04812505162295,311.5807437921034,1481.6849528946705,18.30322582274298,29,0.0,No Failure
991,M991,H,301.1850538984024,310.6801025891378,1464.332686582013,28.058105989077106,71,0.0,No Failure
992,M992,M,301.5567221523333,311.1412259944391,1618.0640912452145,30.41221543813225,102,0.0,No Failure
993,M993,H,298.8976285673429,311.93636932106574,1437.2686554048696,26.474913105592776,62,0.0,No Failure
994,M994,M,298.3636022331554,309.3373832336334,1504.5222708999981,24.1641161021242,174,0.0,No Failure
995,M995,M,299.9932510851781,308.7755265309845,1505.1197901881085,44.129989121377974,25,0.0,No Failure
996,M996,M,299.6596307549501,307.8296989468844,1449.8215807188467,37.859323022721384,184,1.0,Heat Dissipation Failure
997,M997,H,299.09354390134547,308.34917894004207,1362.75344521159,43.794053976051096,36,1.0,Tool Wear Failure
998,M998,H,301.39277489491343,315.89818885061743,1532.2974503617668,46.90472686121513,225,1.0,Tool Wear Failure
999,M999,L,301.910610417141,312.4893591614736,1493.8996028144616,42.65616993172534,6,1.0,Tool Wear Failure
